label,flex_thumb,flex_index,flex_middle,flex_ring,flex_pinky,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,hand
X,501.87,481.65,819.03,820.59,804.15,0.2447,9.5721,1.3569,-0.0638,-0.1077,-0.0136,right
P,503.03,202.06,508.42,808.41,806.82,3.0452,4.891,7.3107,-0.0081,-0.0541,-0.1098,right
O,532.64,571.8,569.55,546.78,563.25,0.289,8.8636,3.0884,0.0613,0.0848,0.0492,left
F,388.45,769.55,191.8,225.39,185.61,0.1965,9.42,1.9076,0.1311,-0.0774,-0.0597,right
G,484.86,208.68,795.72,789.61,808.84,-4.9176,5.0557,5.998,-0.0018,-0.0659,-0.0923,left
W,490.48,210.67,233.69,216.11,797.63,0.249,9.3296,1.7395,0.05,-0.0159,0.0158,right
L,196.74,206.1,812.7,813.21,801.46,-0.6326,7.8477,4.9744,0.0107,-0.0027,-0.0377,left
H,489.86,207.44,219.01,819.09,822.46,-5.0396,4.8165,5.482,0.0855,-0.0092,0.0452,left
M,813.23,789.57,823.22,826.71,811.41,-0.1997,9.4782,0.5555,0.061,-0.032,0.0169,left
H,510.6,197.13,183.56,803.38,787.45,-4.9021,5.2379,5.4669,-0.0325,-0.0608,0.0198,left
A,654.79,822.62,769.19,798.4,807.92,0.009,9.7386,0.3496,0.0545,-0.0239,0.0175,right
J,799.37,798.79,803.25,797.91,226.16,-0.0565,9.798,0.2473,2.9976,0.4564,2.0312,left
J,797.79,814.29,806.58,785.61,166.02,0.0384,9.6675,0.3307,3.0058,0.507,2.0058,right
N,677.54,806.31,803.35,803.78,800.01,0.3214,9.507,0.6999,0.0002,-0.076,0.0273,right
C,526.56,479.35,504.09,532.02,493.12,0.1186,8.455,4.3377,-0.0162,-0.0372,-0.0706,right
W,482.08,198.39,187.88,187.65,804.2,-0.4985,9.3179,1.7707,0.0695,0.0769,-0.0093,left
F,393.03,751.22,196.97,192.27,194.96,-0.927,9.4592,1.9733,-0.0197,0.0044,0.0166,left
Y,192.53,803.91,787.16,798.5,188.6,-0.2283,9.0476,3.7925,0.0586,-0.0042,0.0025,left
J,797.67,804.6,811.25,774.41,207.46,0.2816,9.8778,0.7587,2.865,0.4677,2.0153,left
B,748.11,194.41,191.51,182.45,176.07,0.0937,9.8312,0.0254,-0.0259,0.0145,0.0212,left
G,484.18,192.7,782.38,793.81,781.06,5.0363,5.0282,6.0423,-0.0056,0.0666,-0.054,right
Z,490.91,213.65,807.9,826.69,829.57,-0.4594,9.1314,2.2163,2.3993,1.4606,0.931,left
D,519.67,213.96,786.6,801.08,815.17,-0.0421,9.6687,1.6226,0.0354,-0.0257,-0.0659,left
X,517.58,485.54,802.38,791.1,801.61,0.4065,9.3881,1.3535,0.035,-0.0509,0.0265,right
E,600.17,677.83,696.13,689.28,669.18,-0.3327,9.3978,0.718,0.0164,0.0798,0.0117,left
K,525.04,198.24,399.77,789.85,806.46,-0.9209,9.1332,2.7866,0.1063,0.0185,0.0603,left
N,668.56,806.2,777.04,799.42,787.69,-0.1781,9.5757,0.7809,-0.0566,-0.0753,0.077,left
P,490.14,199.0,504.18,799.85,791.84,-3.1029,4.8505,7.4769,0.0273,0.0645,0.0013,left
G,497.08,212.76,815.34,808.78,805.27,-5.2978,5.0479,6.0553,-0.0016,0.0814,-0.0208,left
R,497.6,224.46,250.45,788.47,813.73,0.3739,9.2866,1.6761,0.0035,0.07,0.0446,right
M,806.96,781.97,780.34,802.53,799.67,-0.3889,9.3867,0.6115,0.0501,0.0571,0.0042,left
V,503.3,199.74,214.94,777.67,781.11,-0.7217,9.1187,2.3226,-0.0247,-0.0118,0.0407,left
H,509.9,207.66,174.21,811.71,782.66,-5.0505,5.2443,5.4607,-0.0228,0.0213,0.0648,left
I,803.7,765.72,792.19,807.85,213.18,-0.0147,9.8357,0.3909,0.0264,0.0695,0.019,left
A,701.76,793.15,805.0,787.9,770.71,0.0997,9.4599,0.5187,-0.0346,0.0257,-0.0727,left
Z,507.64,210.98,800.2,794.99,792.37,0.5265,8.9112,2.0323,2.4186,1.4921,0.9816,right
H,511.01,213.79,185.69,766.98,761.84,-5.1363,4.6619,5.4821,-0.0516,0.0309,0.0507,left
X,510.56,485.23,820.27,821.25,799.34,0.4374,9.272,1.4741,-0.0272,-0.0166,0.0216,right
K,495.34,228.33,381.19,809.98,801.63,1.1823,8.9302,2.9796,-0.0603,0.0204,-0.0365,right
M,777.92,786.48,804.91,802.35,792.38,-0.1541,9.7429,0.9939,0.0224,-0.1494,0.0063,left
E,609.33,659.22,673.69,683.11,685.0,-0.1828,9.3805,0.7935,-0.0661,-0.0143,0.0986,left
S,736.57,804.04,777.26,787.27,802.63,-0.2241,10.0789,0.3876,-0.0257,0.0208,-0.0296,left
O,550.76,575.07,569.46,544.04,542.85,-0.0116,8.8019,2.8267,-0.0136,0.0173,0.0404,left
Z,534.36,221.47,816.84,818.39,808.62,-0.5085,8.8679,2.0408,2.4873,1.4903,0.8591,left
Y,219.11,781.01,831.69,817.27,207.41,0.4361,8.7122,3.9658,-0.0114,-0.001,-0.0159,right
A,672.87,793.46,799.61,806.91,802.11,-0.0851,9.5091,0.452,0.0085,-0.1226,0.1128,right
F,399.06,743.9,198.61,207.15,184.75,0.5335,9.2069,1.8945,-0.0082,0.028,0.0341,right
R,521.35,190.08,247.9,792.33,810.69,0.319,9.3003,1.7447,0.0498,0.003,0.0673,right
F,379.02,728.75,190.78,217.46,215.62,-0.6262,9.3162,2.1577,0.14,0.0045,0.0546,left
Z,511.53,190.65,795.8,802.49,805.39,0.6476,8.9947,2.2264,2.5162,1.5653,0.9286,right
E,602.21,688.92,678.68,698.54,661.04,-0.0816,9.7508,0.7922,0.0182,0.0607,-0.0293,right
S,771.95,807.4,791.55,804.54,794.15,0.0418,9.7515,0.3321,-0.0387,0.0026,-0.005,left
H,503.49,174.24,187.99,801.79,800.59,-5.1618,4.8268,5.7891,-0.0125,-0.0055,-0.0671,left
B,727.12,200.1,235.77,205.25,160.9,-0.0134,9.8304,0.3366,0.0555,0.0182,0.0538,left
P,516.61,203.13,499.19,804.44,780.51,-3.0305,4.8442,7.2961,-0.1462,-0.0743,0.0223,left
Q,509.08,195.89,782.63,783.06,819.01,-2.955,5.3764,7.0568,-0.0716,-0.0165,-0.0983,left
Z,495.85,187.83,780.2,812.33,806.95,0.4714,8.986,1.8426,2.5415,1.518,1.0063,right
A,675.01,790.53,801.05,803.17,800.55,0.2702,9.7342,0.4528,-0.0605,0.0361,0.0264,right
J,785.09,789.52,766.23,805.69,196.18,0.1436,9.8495,0.4231,3.0049,0.5213,1.9904,left
P,497.39,176.18,479.38,810.53,798.62,3.0991,4.7649,7.6665,-0.0517,-0.0384,0.0465,right
P,508.64,194.71,520.75,812.44,799.46,3.0294,5.1005,7.7745,-0.0176,0.0209,0.0574,right
I,803.74,771.26,796.03,795.51,200.42,-0.0336,9.6439,0.3713,-0.0257,0.1123,0.0026,left
K,498.63,205.83,396.43,795.36,790.33,0.9921,8.8401,2.7392,-0.0158,0.0095,0.0057,right
J,801.05,775.96,817.25,806.84,196.08,-0.2938,9.9151,0.5386,2.9856,0.4755,1.9459,left
D,508.05,208.36,809.12,776.24,809.24,0.0066,9.4668,1.5557,-0.0507,0.0651,-0.0309,left
S,734.45,785.6,786.58,820.73,819.52,0.3603,9.6223,0.3185,-0.0685,0.0322,-0.0274,right
J,796.97,831.82,802.84,816.14,192.87,-0.2077,9.943,0.3461,2.9653,0.4742,1.8532,left
S,759.16,793.46,795.56,809.99,813.43,0.4104,9.4365,0.3431,0.0252,0.0398,0.0296,right
A,665.72,770.93,790.51,791.58,799.59,-0.1013,9.6634,0.6548,-0.0639,-0.0351,-0.0527,left
P,504.47,195.98,531.64,781.12,807.39,-3.0402,5.0329,7.7924,-0.0365,-0.0127,-0.0839,left
S,728.34,812.31,809.35,788.29,818.3,-0.1845,9.316,0.2933,0.0315,0.0133,-0.0038,left
D,501.13,208.3,801.33,795.19,791.21,0.2001,9.4111,1.474,0.037,0.0408,-0.0648,right
W,514.66,194.0,210.58,201.54,797.63,0.3469,9.421,1.5653,0.0057,-0.0027,-0.0739,right
Y,215.0,817.87,787.26,793.59,173.88,-0.1494,8.4821,3.6391,-0.0145,-0.0421,0.0572,left
J,807.3,780.67,790.31,793.37,185.4,0.1387,9.6081,0.5666,3.0179,0.5383,2.0116,right
Y,217.32,777.57,808.86,840.65,208.71,0.0412,8.8022,4.0365,-0.0289,-0.0475,-0.0373,right
U,528.04,203.39,207.66,798.42,797.88,0.0428,9.6872,0.7856,-0.0439,0.051,0.0632,right
V,487.26,192.07,218.99,830.06,798.71,0.39,8.8074,2.7006,-0.0715,-0.0256,-0.024,right
Q,483.88,213.58,793.53,764.34,771.94,-3.1393,5.334,7.0635,0.0634,-0.0363,-0.0842,left
Z,514.93,207.21,804.15,777.61,810.26,0.6987,8.9114,2.089,2.5099,1.5671,1.0816,right
Z,509.41,212.51,800.12,826.11,785.79,0.6814,9.2414,1.9567,2.4464,1.4166,0.9872,right
Z,531.59,198.99,805.99,800.35,806.49,0.7615,9.1828,1.7617,2.4614,1.5917,1.0424,right
O,560.36,574.21,581.96,572.51,538.45,-0.1001,8.9846,3.0949,0.0263,-0.0065,0.0305,left
S,741.37,806.61,830.04,801.34,810.47,0.0961,9.8686,0.5098,0.0317,-0.0254,-0.0463,right
L,186.79,191.71,822.3,788.35,794.73,-0.5516,7.7816,5.1533,0.0746,0.0473,0.0494,left
S,741.21,787.07,793.29,819.96,798.08,-0.0674,9.7534,0.3179,-0.0166,0.0301,-0.0862,right
H,508.07,211.76,203.24,793.03,811.81,5.3786,5.0021,5.4829,0.0288,-0.0488,-0.007,right
A,691.88,801.88,804.1,824.15,785.93,-0.1836,9.8342,0.5816,0.0345,0.0065,-0.0116,right
R,498.86,189.09,239.63,801.45,813.2,0.2946,9.5678,1.9176,-0.005,0.1179,0.0236,right
M,784.39,800.57,789.32,841.56,831.43,-0.3615,9.4774,0.4034,0.0767,-0.0485,-0.0819,left
N,687.65,810.62,800.66,824.56,801.37,0.1273,9.3041,0.5372,-0.069,-0.0134,0.022,right
K,485.69,206.76,390.44,812.26,834.07,0.743,8.9337,3.0727,-0.0159,0.0067,0.0075,right
Q,495.26,183.95,801.48,804.16,789.2,-2.9671,5.3948,7.0256,0.0137,0.0075,0.0324,left
T,638.88,806.49,796.88,798.13,804.59,-0.1892,9.4871,0.4227,0.0013,0.0092,0.0785,left
Q,512.52,184.84,796.26,807.15,788.03,-3.0828,5.7776,7.03,0.0336,0.0909,0.0464,left
N,692.31,806.88,814.7,794.89,786.09,-0.3597,9.3961,0.6951,-0.0643,0.0283,0.0421,left
Z,505.11,219.68,809.02,785.69,794.53,-0.3977,9.1343,2.1336,2.5042,1.5132,0.9442,left
X,509.39,497.95,817.28,807.66,805.34,-0.5251,9.4932,1.199,-0.0457,-0.0681,0.0025,left
K,505.6,200.11,370.41,796.36,806.81,1.1405,8.988,3.1462,-0.0616,-0.0358,-0.0728,right
L,192.23,184.69,797.42,837.27,806.48,-0.3634,7.9293,4.9923,0.016,-0.0433,-0.0079,left
M,804.75,788.65,804.65,769.54,805.45,0.1687,9.7849,0.5692,-0.0927,0.0469,-0.0475,left
H,504.31,184.94,207.54,777.21,814.67,-5.0602,5.1344,5.5469,0.033,-0.0288,-0.0373,left
S,753.15,831.46,815.41,795.53,798.52,0.1885,10.0026,0.356,0.0476,0.075,-0.0337,right
H,473.62,209.36,191.07,793.09,790.74,5.1712,4.8331,5.5095,0.0212,0.0053,-0.068,right
B,752.19,196.38,199.61,197.76,186.89,-0.1895,9.8696,0.2286,-0.0178,0.0478,-0.1062,left
K,480.63,181.59,366.43,811.65,802.14,-0.9363,9.2857,2.8379,0.0348,-0.0333,0.0672,left
K,514.98,189.48,370.74,799.24,812.72,-0.8216,8.8465,2.9357,0.0173,-0.0213,0.016,left
H,514.75,203.49,176.0,797.98,829.9,-5.1287,5.0734,5.4195,0.0091,0.0036,-0.0563,left
X,493.45,519.61,805.39,794.37,801.93,0.147,9.5807,1.3238,-0.015,0.0619,0.0127,right
U,536.95,205.41,208.72,788.07,800.39,-0.1108,9.6351,0.9259,-0.1164,0.004,-0.0032,right
L,199.99,218.57,788.95,806.26,807.38,-0.4613,8.1557,4.8834,0.0616,-0.0366,0.0184,left
Y,210.39,818.49,772.8,782.59,216.07,-0.1502,8.7128,4.3259,0.0088,0.013,0.0048,left
T,630.22,815.19,810.92,760.17,797.97,0.1436,9.6783,0.4805,-0.0805,0.0525,0.022,right
F,397.68,760.62,220.26,175.55,188.35,0.174,9.082,1.8845,-0.0823,0.0425,-0.0268,right
M,777.36,798.75,810.01,802.89,790.73,0.2255,9.6234,0.7297,-0.0131,-0.057,-0.0621,right
I,801.52,784.14,814.45,802.2,219.84,0.0089,9.692,0.162,-0.0711,-0.0296,0.0763,left
W,511.69,218.21,207.54,239.21,777.86,-0.1948,9.1789,1.6453,-0.0176,-0.0822,0.0264,left
R,490.0,202.61,279.1,821.95,790.79,0.3176,9.4,1.9642,-0.0377,0.0705,0.0012,right
C,501.62,477.53,480.35,501.3,498.18,0.4541,8.297,4.0632,0.0161,-0.0151,-0.0402,right
O,558.9,576.18,549.33,552.56,570.45,0.083,8.839,2.9003,0.0207,-0.0651,0.0338,left
C,497.79,527.32,502.95,487.52,475.86,-0.2398,8.4617,4.0701,0.0162,0.0218,0.0571,left
C,491.56,502.13,511.54,528.34,500.37,0.2618,8.3892,3.8249,0.0965,-0.0409,0.0011,right
I,793.36,794.39,800.54,789.34,196.65,-0.0216,9.6745,0.5233,-0.0867,0.0046,0.0084,left
V,485.07,164.27,204.12,806.83,813.28,-0.5235,9.1299,2.4772,-0.0048,0.0196,-0.063,left
K,489.46,200.1,380.08,793.94,795.38,1.0832,9.058,2.7202,0.0155,-0.0159,0.0058,right
Z,520.64,215.48,810.94,774.32,819.39,0.5372,8.8421,1.9312,2.4517,1.4143,1.0086,right
P,510.39,204.16,511.85,802.37,783.39,3.1665,5.1071,7.5225,-0.0249,0.0771,0.0271,right
O,567.98,532.05,554.82,551.08,537.31,0.0563,9.0508,3.012,0.02,-0.02,0.026,right
M,795.78,784.43,780.96,795.44,799.0,0.1684,9.6916,0.648,-0.0037,0.0464,-0.0905,right
P,509.56,211.77,489.44,778.3,778.61,2.9706,4.9359,7.3885,-0.003,0.0098,0.0611,right
T,621.3,800.21,792.2,792.77,799.16,-0.2788,9.5483,0.7235,0.0359,-0.0605,0.0144,left
R,477.95,205.28,255.6,805.97,803.45,0.3645,8.9486,2.1637,0.0821,0.0443,0.0053,right
P,498.27,185.73,483.4,793.9,818.51,3.3837,4.8029,7.8504,-0.0922,0.0202,0.0707,right
Z,499.58,187.09,797.12,804.16,785.29,0.4008,8.8559,2.0443,2.5067,1.5866,0.9905,right
B,736.36,192.33,196.23,191.43,216.04,0.0758,9.8679,0.1432,-0.0109,-0.0907,-0.0059,right
K,521.55,189.02,385.12,809.48,791.05,0.9482,9.0739,2.9592,0.0561,0.005,0.03,right
V,497.02,188.9,203.91,787.39,824.15,0.3896,8.7939,2.3679,0.0416,-0.0082,-0.0562,right
J,808.46,828.0,788.97,812.93,204.84,0.1539,9.8205,0.325,3.0507,0.4295,2.0356,right
R,507.65,205.15,268.15,805.69,811.15,-0.0387,9.2386,1.5213,0.045,-0.0195,-0.0532,left
T,619.24,804.11,798.98,784.59,811.17,0.2234,9.5834,0.3855,-0.0109,0.0236,-0.0408,right
O,577.03,562.31,558.43,561.69,577.22,0.071,9.3584,2.6509,-0.0071,0.0616,0.0509,left
H,526.26,190.7,200.11,797.68,774.39,-5.3722,5.2866,5.4098,0.0113,0.0794,0.0091,left
U,506.05,213.83,193.98,800.17,797.0,-0.0841,9.751,1.0728,0.0075,-0.0064,0.037,left
G,507.95,209.25,802.78,784.79,807.87,4.9573,5.0356,6.1739,0.0437,-0.0776,-0.0714,right
S,748.38,785.14,788.49,786.77,807.03,-0.0382,9.4962,0.103,0.0292,-0.0125,-0.0043,right
B,748.96,189.94,210.19,210.13,219.01,-0.1583,9.917,0.1088,0.0578,-0.0096,-0.1136,right
B,766.25,196.47,206.31,188.87,206.44,0.2447,9.6193,0.0609,-0.0489,-0.0071,0.0727,left
C,506.98,494.89,498.65,534.54,472.94,0.1785,8.5215,4.0345,0.0244,-0.0509,-0.0628,right
S,734.07,805.11,803.7,807.49,799.02,-0.0738,9.7471,0.3124,0.0459,-0.0196,-0.048,right
O,573.57,578.14,575.52,540.7,557.81,0.1477,8.8028,2.964,0.0296,-0.0147,0.01,right
V,506.45,184.8,190.25,805.8,815.6,0.5898,9.2262,2.6085,-0.0908,-0.0359,0.0899,right
A,691.11,784.35,806.29,794.93,814.35,-0.126,9.8851,0.3128,0.0257,0.0626,-0.0521,left
L,221.11,207.63,791.59,796.95,819.01,-0.5583,8.1506,5.3584,-0.0172,-0.0437,0.0034,left
G,505.74,207.33,815.85,796.97,799.46,5.2001,4.8549,6.0088,0.0414,-0.0138,-0.0672,right
A,694.04,811.52,809.13,792.05,809.73,-0.1099,9.67,0.5726,-0.044,0.0999,0.0051,left
Y,186.99,773.23,773.52,811.81,226.06,-0.4226,8.6786,4.0081,0.0699,0.0103,0.0009,left
W,507.86,210.37,186.36,190.01,817.07,0.3075,9.2665,1.734,-0.0231,0.0771,0.0165,right
A,658.58,797.22,826.25,823.67,819.11,0.1671,9.6174,0.5677,-0.0507,-0.0303,0.0838,right
T,621.7,809.18,820.84,797.03,807.06,-0.2552,9.4565,0.551,-0.0301,-0.0168,0.0317,left
R,496.66,231.59,254.72,809.46,798.61,0.338,9.5046,1.6889,-0.0156,-0.0175,0.0921,right
Z,503.97,218.57,802.0,789.3,818.43,0.5331,8.7968,2.0174,2.4679,1.4608,1.0138,right
X,492.27,497.16,797.78,780.53,830.82,0.6816,9.5499,1.1802,0.0282,0.0807,0.0111,right
R,498.53,178.3,261.99,815.42,790.54,0.3621,9.399,1.7377,0.0064,0.0194,-0.0008,right
Q,509.89,204.86,782.49,778.1,807.43,2.9959,5.4398,7.1164,0.0114,0.0427,-0.0603,right
A,678.39,820.48,792.92,819.77,828.69,-0.161,9.9265,0.3515,0.0291,-0.0544,0.0096,left
Z,511.75,213.66,799.37,800.2,791.42,-0.6085,8.8276,1.8831,2.4936,1.4521,1.0126,left
L,214.55,174.1,803.42,784.59,799.48,0.3729,7.9335,5.0176,0.0643,-0.0126,-0.0378,right
K,497.42,214.54,382.94,794.42,796.26,-0.7977,8.7012,3.0087,-0.0113,0.01,0.0088,left
Y,171.93,786.76,794.43,808.67,195.7,-0.2065,8.898,4.0697,0.0632,-0.0666,0.0099,left
D,486.43,181.96,798.16,815.29,825.91,0.2328,9.5022,1.4801,0.0613,-0.0381,-0.0052,right
R,527.65,200.61,257.57,813.19,799.28,0.1537,9.3679,1.6838,0.0126,-0.0088,-0.0972,right
W,513.8,186.76,187.05,228.83,807.98,-0.0261,9.3762,1.8313,-0.0378,-0.0204,-0.0328,right
F,371.34,762.68,212.01,196.99,213.54,-0.2091,9.2122,1.9969,0.0008,-0.0078,-0.0587,left
X,521.97,498.31,796.99,803.25,785.36,0.278,9.37,0.9896,0.0132,-0.0623,-0.0556,right
E,611.51,676.97,676.81,696.81,673.03,-0.0045,9.8139,0.8993,0.0991,0.023,-0.0265,right
Y,190.26,800.39,784.1,779.87,192.01,-0.2018,8.857,3.8307,0.0594,0.0407,0.0165,left
I,795.43,793.04,789.22,795.13,218.67,-0.005,9.5218,0.5894,-0.0227,-0.0468,-0.0519,right
G,491.73,171.01,816.57,805.92,805.32,5.138,5.0151,5.9703,-0.0255,-0.1384,0.0528,right
S,746.2,792.31,790.8,802.52,781.75,0.2214,9.8082,0.3128,-0.0627,0.02,-0.0768,right
V,513.23,193.46,193.02,798.96,853.61,-0.6294,8.7228,2.5499,-0.0121,0.0826,0.0057,left
R,506.52,193.45,230.48,779.8,775.28,0.3906,9.5689,1.8231,-0.1514,0.0533,-0.0328,right
M,776.23,781.17,797.82,796.18,822.31,-0.0206,9.5573,0.5466,0.1079,0.0733,0.0047,left
R,497.74,194.81,268.11,793.5,819.53,0.1204,9.2265,1.8889,0.0082,-0.0928,-0.0584,right
N,678.77,802.49,812.62,804.31,791.79,0.3119,9.5715,0.5734,0.0527,0.0085,-0.014,right
O,549.91,578.24,560.61,556.1,586.4,0.0159,8.9046,2.9498,-0.0052,0.018,0.0719,left
M,777.74,813.83,779.16,820.68,829.24,-0.0289,9.4115,0.5326,0.1244,0.0398,-0.0132,right
H,516.12,212.13,224.13,810.9,806.79,5.1836,4.925,5.4123,-0.0706,0.0382,-0.0351,right
S,731.01,800.32,807.45,801.67,790.04,0.1958,9.654,0.1247,-0.0842,0.069,0.0709,right
U,512.02,218.17,182.66,765.21,789.25,-0.0207,9.7103,0.812,-0.0731,-0.066,-0.051,left
T,616.17,764.87,816.86,790.32,819.44,-0.4294,9.8523,0.6602,-0.0882,0.0308,-0.057,left
U,485.7,225.09,199.01,801.79,797.42,-0.0793,9.6059,0.9847,-0.0228,0.0934,-0.0241,left
B,747.1,210.26,188.24,231.47,192.48,0.1357,9.4779,0.1824,-0.0319,0.0895,0.1398,left
O,567.04,555.98,576.42,551.94,564.22,0.3804,9.0412,2.952,-0.012,0.0057,-0.0392,right
C,494.42,510.81,503.19,486.07,509.12,0.2585,8.5945,3.9984,0.0013,-0.0116,-0.0171,right
B,746.76,211.38,196.51,186.62,229.67,-0.1155,9.8646,0.1061,-0.0418,-0.0475,0.03,left
C,483.27,479.07,500.26,548.05,497.13,0.2919,8.3246,4.1596,-0.0865,0.0111,-0.036,right
D,518.03,194.94,807.89,809.77,771.42,0.2789,9.531,1.4767,-0.0265,0.0469,0.0392,right
K,518.69,214.25,386.86,799.31,803.28,-1.111,8.9117,3.3162,-0.0166,-0.0843,0.0846,left
K,528.81,202.93,390.94,784.83,810.54,-0.9696,9.138,3.113,0.0152,0.0131,0.0185,left
Y,191.54,792.52,805.96,774.94,209.0,-0.1419,9.1081,4.0772,0.0109,0.0165,0.037,left
Q,488.64,202.59,819.0,796.78,799.21,-2.9194,5.61,7.1613,0.0271,0.0057,0.0777,left
D,473.81,177.29,794.51,825.63,796.14,-0.0152,9.2169,1.4983,-0.0289,-0.0434,0.0114,right
E,638.15,658.8,676.85,674.93,692.89,-0.2627,9.5331,0.6663,0.017,-0.0026,0.0425,left
P,477.09,213.94,454.26,796.64,796.75,3.0347,4.9662,7.5852,-0.0716,-0.0375,-0.0134,right
K,494.68,216.41,384.42,810.05,806.71,0.9048,8.8775,2.895,-0.014,-0.0215,0.0063,right
R,511.0,211.8,238.07,826.79,797.65,0.234,9.2313,1.8706,0.0678,-0.0502,-0.052,right
W,504.39,184.68,188.49,194.2,816.95,-0.4838,9.1508,1.3819,0.0323,-0.0564,-0.0183,left
P,493.06,206.85,470.1,810.24,787.67,-3.036,4.7983,7.3674,0.0321,0.0574,0.0954,left
E,615.58,686.54,674.64,697.02,709.34,-0.1521,9.584,1.0097,-0.0137,0.0583,-0.0558,right
S,741.32,779.85,784.23,831.89,786.59,0.0309,9.753,0.2212,0.0224,-0.0295,-0.1346,right
X,526.88,491.84,816.75,806.79,782.99,0.418,9.5201,1.27,-0.0145,-0.0293,0.0126,right
A,688.2395872951685,797.6017854824322,810.5804530715104,837.6996214102006,795.85957437915,-0.10274603277967223,10.326243876202957,0.7741563916611636,-0.010642243859349521,0.007595600435859646,0.00012582307187537778,right
A,673.8029286964461,800.0090773991798,794.4482312959499,786.3284397445443,797.6097424734298,0.0797403106258972,9.38736814922277,0.5241683409546619,-0.006294021842275992,0.013513392655025437,0.0037125445169556826,left
A,671.7850672484113,813.8873473156996,805.2306350189327,783.734881493134,784.0485920798661,-0.0737934045590084,9.481099228463005,0.4649713550719495,-0.008242004538319565,0.006063489132561233,-0.00789119113922642,right
A,697.168758965365,804.5207469591744,779.9638708869095,745.1655188294072,783.7134288764776,0.059986232610204714,9.824238257021094,0.7655263167301726,-0.024313332393175527,0.007814642385551357,0.005015006680813484,left
A,658.6110451444886,788.8780868740794,793.9555434356032,826.0519306554729,804.526149343527,-0.7143073121450936,9.824192337757918,0.31314958783347335,-0.012716720003059588,0.008286762888408678,0.01506999522495951,left
A,694.7580767867429,810.1523538881644,803.469155954972,816.1809878404765,802.988707438807,-0.07637328523963405,10.160466208201811,0.3688834250291839,-0.013644177736661083,0.014291723421331259,0.01709496804543057,right
A,693.3108062884564,804.1241707649345,785.2976768522678,797.7287813742954,813.9663280063369,0.3091469355583767,10.29273245115339,0.6024550007973279,0.027775462536266726,-0.007033908050673759,0.0007736160998479879,left
A,679.8759136878788,801.9330861716589,799.1638062298041,865.4620805153031,783.995511667837,-0.32191038051993576,9.864135977916375,0.816264539196207,0.016924759829572922,0.01839920499341374,0.012997330769751415,right
N,695.6956567655311,807.0942666448952,788.4523469434945,813.1538108278338,801.0137882402206,0.3955779962131557,9.21133251244906,0.5677163913608927,-0.015551081531321575,-0.020243899481321187,0.009357452770645761,left
N,685.8804540826983,804.068183590577,777.6570941580012,848.9500153621696,797.257578137258,-0.3546748901619522,9.165212087950868,0.5055321784994828,-0.017328283483984037,-0.02652474669687264,0.01903365530766387,right
N,681.6863629323253,777.0604306701466,780.3107724834651,775.5074705149201,801.092840238245,-0.1649237122192053,9.22848082902541,0.7003561717725612,-0.006852459005664729,-0.008199036447388905,0.0006491579238660054,right
N,675.6421516949017,831.638521458882,767.3000817209514,781.2564508946211,802.0875158078994,-0.5206307802533756,9.224855070347035,0.643864848528292,0.0023832156469362435,-0.0060627765528683646,0.008565617261623425,left
N,667.1065801230396,793.6685340559584,797.8935204763147,787.7352336470949,776.297673534008,0.03554518992241094,9.067232264509558,0.8882182222540727,-0.020824242342338033,0.009890594050175394,-0.0014362829233623697,left
N,677.1337022569148,830.2477867598108,802.3443591009667,784.6817176191767,791.7207028070113,0.013333559906620378,9.643261586789237,0.723911089893273,-0.006614036346538275,-0.007078203929203728,0.0082024797374022,left
N,701.4555772139672,789.1558076592568,805.6633626826672,830.7488949245027,802.9519490424832,0.34708057303065554,9.56208695479659,0.21203929305630437,-0.001136526076791343,0.007642306615142009,0.013741260648800458,left
N,667.6471660705787,782.2118890172783,796.0194356164332,833.9013303074194,788.5394102507871,-0.3758378528455625,9.93412503738006,0.952477368505716,0.0189809521437826,-0.018794451607581128,0.013600122420381968,right
M,799.8023493587884,803.5806546222497,802.8853619899503,820.5412062259006,801.5684033781686,0.5962061308629267,9.498388516704818,1.7018801666358474,0.009007923477650063,-0.013810325564162826,-0.004588924980611123,right
M,808.1959612286478,771.7146090675171,795.0879830938948,808.0422096591467,808.972004525088,-0.0362494177125498,9.740887572379487,1.4613669848919968,0.018216617554715087,-0.014733940451788583,0.0001510266843724739,left
M,787.0681757118278,790.7688952354657,809.3866386054593,802.1735967887774,810.8244990790151,0.7199674889212914,9.696632739178053,0.2902377434438555,0.013325485088623763,-0.004725141405203647,0.014844471576604531,left
M,816.9518531614661,805.209985577331,825.4188651582895,783.1880406260872,775.9961011562455,0.27751143246559196,9.029890922250388,0.14050625141823236,0.007701206541916949,-0.006891846145535625,-0.0007517517533251021,right
M,796.2298363303948,809.847913307399,787.1426217819364,793.9411598314998,794.0929217825635,0.047542155754529025,10.530114676669404,-0.13309357703669933,0.009613851903745134,-0.021365908711896517,0.0014006813421056658,right
M,817.2931339545105,812.9592550295863,791.0708329906956,830.121590828416,799.1048355176166,-0.13501612363618792,9.087764804745527,0.30760875367706453,0.006974387616640645,-0.01831789299669375,-0.01378599549577364,right
M,789.3815888336487,823.3829009591224,793.7212936327445,791.9154523372354,806.1398804865568,-0.6300984228698094,9.982403926035028,1.12037524214915,0.006524212654604091,0.011274759864794901,-0.007148317661358971,right
